epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,150.582,1.33439,1.15446,1.86292,0.82478,0.69625,0.76497,0.46554,1.38259,1.02479,1.85468,0.0008218,0.0008218,0.0008218
20,154.639,1.35196,1.14626,1.91269,0.80898,0.69,0.76505,0.46492,1.40065,0.96624,1.88413,0.0008119,0.0008119,0.0008119
21,159.346,1.2589,1.06093,1.81167,0.79533,0.68947,0.75717,0.46997,1.379,0.9642,1.87133,0.000802,0.000802,0.000802
22,163.813,1.31946,1.08627,1.8753,0.81165,0.72889,0.7675,0.46294,1.40931,0.95498,1.86118,0.0007921,0.0007921,0.0007921
23,169,1.26647,1.06271,1.87877,0.76274,0.73883,0.76898,0.4663,1.38422,0.93618,1.83427,0.0007822,0.0007822,0.0007822
24,173.827,1.23704,1.01803,1.87355,0.81327,0.72805,0.78351,0.47718,1.34547,0.9215,1.8038,0.0007723,0.0007723,0.0007723
25,185.421,1.28381,1.06884,1.8594,0.75397,0.71876,0.77044,0.48495,1.34007,0.91199,1.82934,0.0007624,0.0007624,0.0007624
26,190.416,1.23021,0.99473,1.81523,0.82324,0.7296,0.79673,0.48921,1.38921,0.91273,1.83818,0.0007525,0.0007525,0.0007525
27,201.505,1.24506,0.98771,1.79033,0.82043,0.74676,0.79945,0.50192,1.33713,0.88537,1.80494,0.0007426,0.0007426,0.0007426
28,212.313,1.21741,0.97945,1.92039,0.87514,0.7574,0.81905,0.51115,1.2994,0.84032,1.81553,0.0007327,0.0007327,0.0007327
29,216.906,1.17865,0.92954,1.85913,0.88442,0.72692,0.82389,0.51679,1.27651,0.833,1.8077,0.0007228,0.0007228,0.0007228
30,226.314,1.2138,0.94546,1.83878,0.84816,0.7489,0.79942,0.50141,1.32719,0.85525,1.82783,0.0007129,0.0007129,0.0007129
31,230.582,1.19497,0.91654,1.81425,0.77892,0.77287,0.79452,0.49801,1.33475,0.85393,1.81486,0.000703,0.000703,0.000703
32,235.088,1.21998,0.94332,1.88429,0.80783,0.76197,0.79858,0.49092,1.33789,0.86219,1.79756,0.0006931,0.0006931,0.0006931
33,239.595,1.1795,0.8918,1.77329,0.78177,0.76148,0.79428,0.49452,1.33207,0.85684,1.80897,0.0006832,0.0006832,0.0006832
34,244.913,1.14718,0.86132,1.74102,0.77585,0.78382,0.81737,0.50246,1.36871,0.83079,1.86089,0.0006733,0.0006733,0.0006733
35,249.656,1.12956,0.8728,1.77744,0.82278,0.77277,0.82647,0.50607,1.33303,0.82431,1.82507,0.0006634,0.0006634,0.0006634
36,253.893,1.17193,0.88814,1.79511,0.90437,0.76599,0.82809,0.50914,1.34151,0.83794,1.79836,0.0006535,0.0006535,0.0006535
37,258.274,1.15405,0.84453,1.75487,0.92202,0.76222,0.83635,0.51618,1.33421,0.8251,1.80954,0.0006436,0.0006436,0.0006436
38,263.738,1.10373,0.83123,1.80075,0.84539,0.7519,0.81219,0.51129,1.2945,0.81776,1.8044,0.0006337,0.0006337,0.0006337
39,267.933,1.14357,0.85818,1.80976,0.85052,0.74509,0.81196,0.51299,1.29196,0.79935,1.7991,0.0006238,0.0006238,0.0006238
40,272.875,1.07717,0.80272,1.74436,0.84782,0.73884,0.80369,0.50703,1.30395,0.8029,1.77649,0.0006139,0.0006139,0.0006139
41,278.016,1.08443,0.79806,1.63258,0.86203,0.73484,0.80137,0.50445,1.31041,0.80837,1.78516,0.000604,0.000604,0.000604
42,283.382,1.02379,0.76302,1.75741,0.87534,0.74954,0.81669,0.50475,1.29785,0.78754,1.80599,0.0005941,0.0005941,0.0005941
43,288.041,1.03886,0.73098,1.75264,0.90593,0.75543,0.82531,0.51453,1.25952,0.76401,1.77238,0.0005842,0.0005842,0.0005842
44,292.956,1.06444,0.7703,1.75345,0.85423,0.76537,0.82547,0.51692,1.25326,0.75255,1.76472,0.0005743,0.0005743,0.0005743
45,297.073,1.08788,0.78412,1.77154,0.86186,0.77064,0.83163,0.515,1.28678,0.75729,1.81088,0.0005644,0.0005644,0.0005644
46,301.956,1.0666,0.75563,1.74217,0.8901,0.75705,0.82424,0.51079,1.29518,0.77281,1.81342,0.0005545,0.0005545,0.0005545
47,311.069,1.07795,0.7855,1.75036,0.8331,0.79048,0.82243,0.51237,1.27203,0.76771,1.77546,0.0005446,0.0005446,0.0005446
48,315.798,1.05801,0.77316,1.80808,0.80886,0.80022,0.82152,0.50986,1.2669,0.76001,1.77382,0.0005347,0.0005347,0.0005347
49,319.957,0.99239,0.74053,1.70872,0.80949,0.79972,0.83417,0.50404,1.27507,0.75818,1.78801,0.0005248,0.0005248,0.0005248
50,327.694,0.99261,0.72756,1.72241,0.8732,0.77751,0.82709,0.50051,1.31533,0.75133,1.80388,0.0005149,0.0005149,0.0005149
51,331.976,1.02783,0.73636,1.77502,0.8604,0.80654,0.82972,0.5074,1.31173,0.7518,1.80854,0.000505,0.000505,0.000505
52,336.054,1.02218,0.71063,1.70188,0.839,0.82896,0.82875,0.51614,1.29538,0.74227,1.80184,0.0004951,0.0004951,0.0004951
53,342.578,0.96748,0.70953,1.67363,0.85368,0.79712,0.83046,0.51873,1.29499,0.74826,1.81666,0.0004852,0.0004852,0.0004852
54,347.726,1.00066,0.71453,1.75256,0.85443,0.79412,0.82723,0.51119,1.30243,0.7474,1.85255,0.0004753,0.0004753,0.0004753
55,352.479,0.99332,0.71349,1.73799,0.86201,0.79957,0.83375,0.51719,1.30686,0.73089,1.84592,0.0004654,0.0004654,0.0004654
56,357.039,0.99635,0.71196,1.61636,0.87781,0.79659,0.83535,0.51504,1.30249,0.71961,1.84051,0.0004555,0.0004555,0.0004555
57,361.215,0.96603,0.69414,1.67114,0.85732,0.81295,0.84413,0.5186,1.30276,0.7247,1.83593,0.0004456,0.0004456,0.0004456
58,367.26,0.97301,0.70235,1.73679,0.83079,0.82734,0.85055,0.52297,1.27249,0.73215,1.80541,0.0004357,0.0004357,0.0004357
59,376.718,1.04919,0.72734,1.831,0.79703,0.83109,0.84724,0.52475,1.27135,0.74718,1.79466,0.0004258,0.0004258,0.0004258
60,385.972,0.93055,0.67125,1.69347,0.80771,0.83109,0.84358,0.52554,1.27159,0.75248,1.78644,0.0004159,0.0004159,0.0004159
61,396.221,0.9388,0.66552,1.68016,0.80888,0.82553,0.8423,0.52571,1.27075,0.74329,1.79272,0.000406,0.000406,0.000406
62,406.391,0.96259,0.69623,1.77149,0.87089,0.81997,0.85007,0.52171,1.28312,0.72877,1.80256,0.0003961,0.0003961,0.0003961
63,410.462,0.93021,0.66745,1.69133,0.87047,0.80435,0.84209,0.51707,1.27695,0.72888,1.81472,0.0003862,0.0003862,0.0003862
64,416.447,0.94418,0.68457,1.74243,0.87537,0.80633,0.84316,0.52011,1.27711,0.74079,1.82456,0.0003763,0.0003763,0.0003763
65,420.488,0.93072,0.66115,1.71204,0.89047,0.81253,0.84593,0.5211,1.29086,0.76165,1.83127,0.0003664,0.0003664,0.0003664
66,426.428,0.91134,0.65084,1.71365,0.86664,0.80823,0.83348,0.52088,1.27693,0.76076,1.82561,0.0003565,0.0003565,0.0003565
67,430.916,0.92276,0.66603,1.74289,0.87417,0.80668,0.83067,0.51972,1.28703,0.75098,1.84369,0.0003466,0.0003466,0.0003466
68,436.065,0.9253,0.66049,1.78123,0.87927,0.80858,0.82715,0.52043,1.2935,0.74749,1.85016,0.0003367,0.0003367,0.0003367
69,440.876,0.92649,0.63939,1.6236,0.86745,0.82586,0.83747,0.52446,1.29321,0.74667,1.85006,0.0003268,0.0003268,0.0003268
70,444.985,0.88388,0.60652,1.56874,0.86756,0.83747,0.84331,0.51666,1.30029,0.74312,1.8524,0.0003169,0.0003169,0.0003169
71,449.351,0.89573,0.66072,1.75232,0.85553,0.84497,0.84579,0.51607,1.30505,0.73754,1.84954,0.000307,0.000307,0.000307
72,454.274,0.89187,0.63933,1.67977,0.84411,0.84361,0.84483,0.52418,1.30018,0.73124,1.84239,0.0002971,0.0002971,0.0002971
73,458.316,0.86131,0.6141,1.62206,0.81878,0.82962,0.83239,0.52688,1.30059,0.72148,1.83996,0.0002872,0.0002872,0.0002872
74,465.379,0.87285,0.61373,1.63841,0.8185,0.82249,0.8305,0.51977,1.27712,0.7262,1.82939,0.0002773,0.0002773,0.0002773
75,469.825,0.90845,0.64666,1.6939,0.84396,0.83452,0.84389,0.51498,1.27659,0.72995,1.84608,0.0002674,0.0002674,0.0002674
76,475.046,0.88388,0.60911,1.69817,0.86652,0.83668,0.84896,0.51921,1.27282,0.72618,1.83837,0.0002575,0.0002575,0.0002575
77,479.83,0.86121,0.61519,1.67569,0.86003,0.82408,0.84644,0.52292,1.26638,0.7318,1.82703,0.0002476,0.0002476,0.0002476
78,484.237,0.90038,0.63628,1.73817,0.88734,0.82392,0.83876,0.52426,1.28698,0.72548,1.8463,0.0002377,0.0002377,0.0002377
79,488.343,0.89583,0.64195,1.71931,0.87139,0.81522,0.8216,0.51252,1.30468,0.72988,1.86205,0.0002278,0.0002278,0.0002278
80,493.138,0.86847,0.63679,1.74235,0.86971,0.82063,0.81995,0.51182,1.32065,0.73738,1.86296,0.0002179,0.0002179,0.0002179
81,497.306,0.80588,0.58125,1.6548,0.85374,0.81507,0.82069,0.50812,1.32548,0.74192,1.85695,0.000208,0.000208,0.000208
82,501.844,0.83819,0.59721,1.6325,0.84358,0.82553,0.83649,0.5232,1.29651,0.73102,1.84291,0.0001981,0.0001981,0.0001981
83,506.622,0.8267,0.59852,1.63577,0.85238,0.81507,0.82442,0.51276,1.27108,0.7263,1.83125,0.0001882,0.0001882,0.0001882
84,510.732,0.83895,0.59571,1.62835,0.82755,0.81017,0.80727,0.51425,1.25694,0.72306,1.82606,0.0001783,0.0001783,0.0001783
85,516.221,0.8182,0.58597,1.64598,0.84422,0.81573,0.80781,0.52055,1.2516,0.72183,1.82637,0.0001684,0.0001684,0.0001684
86,521.107,0.84487,0.59363,1.63774,0.84885,0.7935,0.80407,0.5156,1.24414,0.70737,1.82961,0.0001585,0.0001585,0.0001585
87,525.252,0.87892,0.58912,1.64583,0.86272,0.80396,0.82623,0.51984,1.25191,0.71098,1.83876,0.0001486,0.0001486,0.0001486
88,529.997,0.84377,0.58185,1.61341,0.86346,0.80886,0.82304,0.51956,1.2613,0.71176,1.85028,0.0001387,0.0001387,0.0001387
89,534.517,0.82683,0.58661,1.69692,0.85733,0.80886,0.83077,0.52124,1.26841,0.71511,1.85746,0.0001288,0.0001288,0.0001288
90,538.704,0.81106,0.55602,1.61383,0.85688,0.80952,0.82437,0.5205,1.27429,0.7148,1.87723,0.0001189,0.0001189,0.0001189
91,547.333,0.75559,0.53629,1.67793,0.8579,0.81017,0.81712,0.52073,1.27149,0.72117,1.8852,0.000109,0.000109,0.000109
92,551.427,0.77271,0.5577,1.67013,0.86171,0.81017,0.80998,0.51774,1.26129,0.72106,1.87747,9.91e-05,9.91e-05,9.91e-05
93,555.678,0.71742,0.51864,1.5809,0.86527,0.81877,0.82205,0.52037,1.25693,0.71685,1.87129,8.92e-05,8.92e-05,8.92e-05
94,560.253,0.74159,0.52627,1.63536,0.83978,0.81507,0.81507,0.51748,1.26104,0.70908,1.86757,7.93e-05,7.93e-05,7.93e-05
95,565.493,0.75231,0.53338,1.64243,0.82205,0.82706,0.82039,0.52071,1.26282,0.70818,1.85912,6.94e-05,6.94e-05,6.94e-05
96,570.056,0.74546,0.52912,1.61462,0.85227,0.81442,0.83542,0.52284,1.26267,0.7094,1.85576,5.95e-05,5.95e-05,5.95e-05
97,574.418,0.73875,0.52995,1.6354,0.83211,0.83253,0.83754,0.52334,1.26854,0.71113,1.86306,4.96e-05,4.96e-05,4.96e-05
98,578.745,0.72612,0.52628,1.637,0.86957,0.81442,0.83952,0.52399,1.27236,0.71823,1.87272,3.97e-05,3.97e-05,3.97e-05
99,583.325,0.71299,0.52465,1.60891,0.87789,0.81442,0.83896,0.52451,1.27167,0.72098,1.87525,2.98e-05,2.98e-05,2.98e-05
100,587.671,0.71148,0.50739,1.59459,0.88346,0.80828,0.83975,0.52582,1.2742,0.72002,1.87719,1.99e-05,1.99e-05,1.99e-05
