epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1266.47,1.63648,1.3747,1.20007,0.69694,0.57059,0.62458,0.28467,1.85634,1.63834,1.21901,0.0006832,0.0006832,0.0006832
34,1304.63,1.62834,1.35831,1.15789,0.72599,0.56505,0.63326,0.29837,1.84007,1.60127,1.21151,0.0006733,0.0006733,0.0006733
35,1343.13,1.61524,1.2906,1.14245,0.74936,0.57112,0.64843,0.28554,1.83183,1.5913,1.20914,0.0006634,0.0006634,0.0006634
36,1383.28,1.59074,1.34466,1.14342,0.7202,0.61938,0.64212,0.27495,1.85243,1.59176,1.22365,0.0006535,0.0006535,0.0006535
37,1430.49,1.56722,1.2476,1.13122,0.70221,0.60396,0.64736,0.28291,1.84131,1.58723,1.22555,0.0006436,0.0006436,0.0006436
38,1488.76,1.55817,1.25921,1.15021,0.69551,0.63054,0.65988,0.28814,1.83832,1.51625,1.22808,0.0006337,0.0006337,0.0006337
39,1530.29,1.54629,1.26961,1.13043,0.71404,0.62932,0.67055,0.29791,1.82573,1.47215,1.22825,0.0006238,0.0006238,0.0006238
40,1570.85,1.56531,1.24414,1.13047,0.78057,0.59422,0.67852,0.30587,1.76333,1.53309,1.18874,0.0006139,0.0006139,0.0006139
41,1610,1.5841,1.22187,1.13562,0.77417,0.58549,0.67993,0.30466,1.74754,1.55967,1.17983,0.000604,0.000604,0.000604
42,1652.73,1.56011,1.22737,1.12885,0.77127,0.59033,0.67218,0.29865,1.74733,1.57875,1.1846,0.0005941,0.0005941,0.0005941
43,1707.95,1.52345,1.24414,1.13221,0.78683,0.57979,0.6565,0.29681,1.77162,1.64927,1.19467,0.0005842,0.0005842,0.0005842
44,1752.21,1.53428,1.21439,1.11184,0.79945,0.5467,0.65383,0.29373,1.79119,1.75164,1.21202,0.0005743,0.0005743,0.0005743
45,1800.3,1.51886,1.24683,1.12579,0.80834,0.54687,0.66499,0.29378,1.77173,1.75463,1.20121,0.0005644,0.0005644,0.0005644
46,1842.04,1.5685,1.21839,1.13663,0.81041,0.57234,0.66945,0.30513,1.79288,1.67616,1.20452,0.0005545,0.0005545,0.0005545
47,1885.97,1.50491,1.23379,1.13697,0.78839,0.61564,0.69009,0.32322,1.77282,1.57463,1.19859,0.0005446,0.0005446,0.0005446
48,1926.07,1.47366,1.18065,1.0907,0.78474,0.62868,0.69201,0.32759,1.76132,1.45367,1.19918,0.0005347,0.0005347,0.0005347
49,1966.89,1.48298,1.16142,1.09863,0.70709,0.6284,0.66403,0.32504,1.77105,1.42137,1.2039,0.0005248,0.0005248,0.0005248
50,2015.16,1.49145,1.17016,1.10507,0.89912,0.59456,0.6863,0.32916,1.76077,1.35065,1.1992,0.0005149,0.0005149,0.0005149
51,2061.71,1.50768,1.14317,1.10258,0.71775,0.66177,0.68652,0.32537,1.73398,1.28837,1.18535,0.000505,0.000505,0.000505
52,2106.32,1.47457,1.1556,1.09584,0.71519,0.65462,0.68021,0.33213,1.68346,1.25255,1.15789,0.0004951,0.0004951,0.0004951
53,2151.9,1.46562,1.12413,1.06987,0.721,0.70225,0.69929,0.33905,1.66663,1.25183,1.15535,0.0004852,0.0004852,0.0004852
54,2192.36,1.48064,1.16534,1.09008,0.77468,0.66158,0.69481,0.33202,1.65992,1.25708,1.15476,0.0004753,0.0004753,0.0004753
55,2231.72,1.48396,1.13,1.09772,0.79337,0.65072,0.69984,0.33127,1.67479,1.28075,1.15958,0.0004654,0.0004654,0.0004654
56,2271.07,1.44098,1.10346,1.062,0.76844,0.64772,0.69859,0.32064,1.71022,1.30224,1.17574,0.0004555,0.0004555,0.0004555
57,2310.58,1.4413,1.09227,1.06665,0.74001,0.67059,0.71027,0.32872,1.69873,1.28515,1.16905,0.0004456,0.0004456,0.0004456
58,2350.21,1.45893,1.13926,1.10805,0.72881,0.68472,0.7149,0.33848,1.69042,1.27485,1.16573,0.0004357,0.0004357,0.0004357
59,2389.16,1.47076,1.13197,1.08644,0.719,0.67468,0.70189,0.33704,1.66824,1.25639,1.15992,0.0004258,0.0004258,0.0004258
60,2428.89,1.44857,1.09569,1.07137,0.67605,0.68075,0.67965,0.32586,1.68269,1.2451,1.17998,0.0004159,0.0004159,0.0004159
61,2473.4,1.44231,1.11271,1.07542,0.72669,0.64471,0.68098,0.31626,1.73457,1.25705,1.20484,0.000406,0.000406,0.000406
62,2514.86,1.40883,1.05794,1.04817,0.75242,0.61216,0.67279,0.31818,1.73005,1.25607,1.19695,0.0003961,0.0003961,0.0003961
63,2556.87,1.40271,1.05105,1.04449,0.72751,0.62036,0.6746,0.32225,1.72905,1.25034,1.19151,0.0003862,0.0003862,0.0003862
64,2599.94,1.37861,1.03201,1.063,0.7309,0.63402,0.68711,0.33127,1.74692,1.21092,1.19685,0.0003763,0.0003763,0.0003763
65,2642.76,1.39081,1.11919,1.0959,0.70997,0.67961,0.70197,0.32843,1.75091,1.20829,1.19538,0.0003664,0.0003664,0.0003664
66,2692.64,1.36862,1.10517,1.08384,0.74066,0.68096,0.70729,0.33038,1.73458,1.21605,1.18799,0.0003565,0.0003565,0.0003565
67,2734.68,1.40253,1.05704,1.04994,0.7619,0.67803,0.71542,0.32965,1.74334,1.22354,1.19084,0.0003466,0.0003466,0.0003466
68,2776.05,1.32215,1.02447,1.05419,0.76092,0.68884,0.7157,0.32761,1.77263,1.21385,1.20366,0.0003367,0.0003367,0.0003367
69,2820.22,1.34592,0.98217,1.0339,0.68794,0.70846,0.69214,0.31862,1.77422,1.21049,1.20498,0.0003268,0.0003268,0.0003268
70,2860.79,1.37359,1.03282,1.05572,0.68699,0.68619,0.68765,0.32029,1.77748,1.19543,1.20603,0.0003169,0.0003169,0.0003169
71,2900.9,1.35778,1.00722,1.0436,0.70596,0.71086,0.69885,0.32676,1.75962,1.18383,1.19312,0.000307,0.000307,0.000307
72,2940.36,1.34574,1.04166,1.071,0.82525,0.68746,0.7127,0.33554,1.74205,1.18601,1.17967,0.0002971,0.0002971,0.0002971
73,2979.95,1.34758,1.0379,1.07556,0.80856,0.69027,0.71775,0.33758,1.73582,1.20379,1.17561,0.0002872,0.0002872,0.0002872
74,3019.46,1.33566,1.01374,1.05276,0.76841,0.6972,0.72296,0.34173,1.72083,1.22559,1.17367,0.0002773,0.0002773,0.0002773
75,3059.63,1.35541,1.00704,1.04107,0.78102,0.68231,0.72217,0.34405,1.70761,1.2265,1.17149,0.0002674,0.0002674,0.0002674
76,3099,1.32176,0.99441,1.03055,0.75139,0.6799,0.70807,0.3438,1.69762,1.20152,1.17654,0.0002575,0.0002575,0.0002575
77,3150.27,1.30778,0.98069,1.02435,0.75736,0.6984,0.70396,0.34442,1.69289,1.18131,1.17416,0.0002476,0.0002476,0.0002476
78,3199.07,1.31923,0.98106,1.03819,0.76385,0.68361,0.70464,0.34364,1.68532,1.17069,1.17093,0.0002377,0.0002377,0.0002377
79,3246.1,1.33092,1.01176,1.0302,0.78492,0.67704,0.70509,0.34144,1.69578,1.1623,1.17566,0.0002278,0.0002278,0.0002278
80,3291.93,1.41425,1.07843,1.0951,0.79285,0.66753,0.70607,0.34782,1.67979,1.16096,1.1643,0.0002179,0.0002179,0.0002179
81,3339.68,1.27758,0.95043,1.02239,0.79598,0.66043,0.70564,0.35237,1.69253,1.15871,1.16958,0.000208,0.000208,0.000208
82,3385.44,1.28837,0.98423,1.00483,0.80148,0.65489,0.70128,0.34844,1.70091,1.15888,1.16898,0.0001981,0.0001981,0.0001981
83,3433.83,1.29742,0.98876,1.01935,0.79043,0.67158,0.70082,0.34576,1.70135,1.16349,1.16696,0.0001882,0.0001882,0.0001882
84,3483.6,1.25822,0.95218,1.01604,0.76767,0.666,0.70222,0.34487,1.70437,1.13751,1.16904,0.0001783,0.0001783,0.0001783
85,3529.31,1.20514,0.97018,1.00513,0.74064,0.67814,0.70165,0.34693,1.70059,1.12452,1.16836,0.0001684,0.0001684,0.0001684
86,3573.13,1.29899,0.95842,1.02415,0.7798,0.65639,0.69669,0.35173,1.70162,1.12508,1.16643,0.0001585,0.0001585,0.0001585
87,3617.37,1.28865,0.99815,1.06819,0.7524,0.67606,0.7087,0.35061,1.70421,1.11921,1.16737,0.0001486,0.0001486,0.0001486
88,3659.47,1.29778,0.9583,1.0371,0.76898,0.68096,0.71176,0.34763,1.69406,1.10861,1.16376,0.0001387,0.0001387,0.0001387
89,3701.1,1.32465,0.98651,1.03353,0.791,0.68096,0.71679,0.3497,1.68547,1.10556,1.16302,0.0001288,0.0001288,0.0001288
90,3741.98,1.2607,0.94272,1.02171,0.78013,0.67577,0.71543,0.34902,1.68203,1.10655,1.16576,0.0001189,0.0001189,0.0001189
91,3782.79,1.22599,0.96153,1.00297,0.75865,0.68198,0.71028,0.34535,1.68365,1.10661,1.17079,0.000109,0.000109,0.000109
92,3824.67,1.28365,0.94838,1.02296,0.77352,0.67459,0.70873,0.3469,1.68348,1.1085,1.17214,9.91e-05,9.91e-05,9.91e-05
93,3864.73,1.26391,0.94965,1.01448,0.77173,0.67883,0.7071,0.35043,1.67657,1.10961,1.17188,8.92e-05,8.92e-05,8.92e-05
94,3904.77,1.24071,0.92502,1.01178,0.77485,0.6693,0.70884,0.34857,1.67621,1.11438,1.17248,7.93e-05,7.93e-05,7.93e-05
95,3945.1,1.23284,0.91976,1.01348,0.76751,0.68076,0.7165,0.35093,1.67436,1.11615,1.17193,6.94e-05,6.94e-05,6.94e-05
96,3986.43,1.2646,0.94025,1.01133,0.77045,0.70912,0.72779,0.35467,1.67329,1.11637,1.16884,5.95e-05,5.95e-05,5.95e-05
97,4031.57,1.24899,0.91288,0.984,0.76995,0.7074,0.72837,0.35199,1.67428,1.11289,1.1687,4.96e-05,4.96e-05,4.96e-05
98,4068.85,1.22852,0.91446,0.9948,0.78682,0.70999,0.73103,0.35247,1.67796,1.11074,1.17057,3.97e-05,3.97e-05,3.97e-05
99,4174.12,1.24973,0.94841,1.03455,0.79617,0.70772,0.73118,0.35021,1.6809,1.10981,1.17147,2.98e-05,2.98e-05,2.98e-05
100,4245.17,1.17977,0.91117,0.99241,0.80646,0.70155,0.72854,0.35007,1.67981,1.10839,1.17238,1.99e-05,1.99e-05,1.99e-05
